workout_id,user_id,workout_start_time,workout_duration_min,workout_type,muscleGroupsTargeted,workout_style,trainer_name,trainer_follower_count,difficulty_level,completion_status,engagement_score
2389,234,2/16/2023 18:49,17,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,2.65
2390,37,6/10/2023 7:08,47,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,6.47
2391,328,4/12/2023 11:16,25,Movement,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.46
2392,208,5/11/2023 20:00,28,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.21
2393,305,4/20/2023 20:41,10,Movement,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2
2394,69,10/31/2023 18:27,47,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,FALSE,7.46
2395,296,8/25/2023 20:00,24,Movement,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.3
2396,183,4/15/2023 22:00,53,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,5.5
2397,193,8/18/2023 13:14,60,Exercise,"['Back', 'Core']",Cardio,Alex Johnson,50000,Advanced,FALSE,8.39
2398,289,5/27/2023 20:00,55,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Advanced,TRUE,6.2
2399,456,7/21/2023 8:25,15,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,FALSE,1
2400,331,10/17/2023 18:02,50,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Advanced,FALSE,5.04
2401,349,9/30/2023 5:17,29,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.94
2402,43,9/26/2023 22:00,27,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.55
2403,126,7/20/2023 8:22,48,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Intermediate,TRUE,6.38
2404,169,6/17/2023 13:24,27,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.43
2405,177,3/12/2023 13:03,40,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,TRUE,4.78
2406,77,7/28/2023 21:32,18,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.63
2407,500,8/29/2023 6:05,17,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.05
2408,211,5/17/2023 12:49,59,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Advanced,FALSE,5.81
2409,59,8/19/2023 5:18,13,Exercise,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,2.99
2410,463,6/3/2023 17:55,50,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Intermediate,TRUE,6.23
2411,473,3/29/2023 2:40,11,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,FALSE,2.37
2412,457,11/16/2023 3:24,23,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,TRUE,1.33
2413,173,6/16/2023 20:00,45,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,6.37
2414,383,10/3/2023 17:13,42,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,6.29
2415,355,4/11/2023 5:44,42,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Advanced,FALSE,7.34
2416,384,11/18/2023 19:37,16,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,1.92
2417,432,9/1/2023 20:00,37,Movement,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Intermediate,FALSE,3.83
2418,150,7/12/2023 6:41,44,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,5.07
2419,74,6/8/2023 18:34,45,Exercise,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,5.51
2420,486,5/14/2023 18:26,18,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,1.25
2421,123,1/30/2023 20:00,22,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,2.13
2422,220,9/11/2023 21:40,58,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,7.44
2423,117,9/16/2023 2:56,29,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,1.11
2424,417,9/3/2023 21:00,57,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Advanced,TRUE,8.23
2425,412,3/4/2023 7:18,18,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,2.13
2426,184,10/14/2023 13:08,17,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.94
2427,418,6/12/2023 17:17,45,Exercise,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,5.02
2428,475,2/1/2023 8:06,51,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Advanced,FALSE,5.05
2429,177,5/6/2023 19:41,32,Movement,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,3.95
2430,9,7/16/2023 18:10,32,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,4.8
2431,212,8/4/2023 12:11,27,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.84
2432,261,2/13/2023 12:03,47,Movement,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Intermediate,FALSE,5.54
2433,191,4/4/2023 8:28,16,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.42
2434,490,6/21/2023 13:24,39,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,6.89
2435,345,4/17/2023 13:12,26,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.78
2436,273,3/31/2023 20:00,48,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,6.01
2437,161,6/30/2023 19:45,44,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,6.03
2438,243,7/5/2023 20:00,24,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,FALSE,1.18
2439,439,9/16/2023 20:22,37,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,6.83
2440,211,7/25/2023 19:35,51,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Advanced,TRUE,7.83
2441,395,7/13/2023 20:44,38,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Intermediate,TRUE,3.09
2442,335,5/15/2023 5:38,20,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.42
2443,68,6/5/2023 6:01,30,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,TRUE,4.18
2444,51,10/1/2023 11:32,48,Exercise,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Intermediate,TRUE,3.78
2445,246,10/6/2023 19:20,13,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,TRUE,1.32
2446,212,9/22/2023 6:34,27,Exercise,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.21
2447,311,6/28/2023 8:01,20,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.93
2448,347,5/25/2023 19:24,18,Exercise,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.92
2449,379,10/9/2023 18:43,45,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Advanced,FALSE,5.77
2450,111,8/21/2023 20:00,24,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.43
2451,333,3/23/2023 13:10,45,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,5.54
2452,205,6/29/2023 20:00,53,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,7.22
2453,272,7/18/2023 19:36,19,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.86
2454,104,9/11/2023 20:00,30,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.67
2455,192,7/17/2023 11:05,23,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.06
2456,167,7/20/2023 6:32,45,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Intermediate,TRUE,3.23
2457,289,5/16/2023 19:33,41,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Advanced,TRUE,5.82
2458,342,7/26/2023 6:20,37,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,TRUE,3.97
2459,358,8/8/2023 22:00,21,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.88
2460,374,7/12/2023 17:12,43,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Advanced,FALSE,6.61
2461,27,7/13/2023 21:42,36,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Intermediate,TRUE,6.08
2462,407,6/11/2023 0:06,26,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.54
2463,150,7/28/2023 20:00,41,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Intermediate,TRUE,4.69
2464,422,4/26/2023 12:40,58,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Advanced,FALSE,8.09
2465,112,7/13/2023 8:16,27,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,FALSE,1.86
2466,244,5/4/2023 12:46,32,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Intermediate,FALSE,6.36
2467,129,5/5/2023 8:10,12,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,1.6
2468,466,5/13/2023 12:10,50,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Intermediate,TRUE,5.22
2469,319,5/10/2023 23:38,28,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.58
2470,145,7/31/2023 1:14,31,Movement,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,3.6
2471,320,4/22/2023 20:00,14,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,FALSE,2.46
2472,49,4/28/2023 17:49,27,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.8
2473,285,6/13/2023 20:00,47,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,3.76
2474,384,10/29/2023 19:23,19,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,2.78
2475,359,10/19/2023 20:05,42,Movement,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,6.29
2476,114,10/1/2023 5:38,15,Movement,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Beginner,TRUE,2.76
2477,307,7/14/2023 21:32,44,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,6.12
2478,146,9/9/2023 22:00,42,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Intermediate,TRUE,5.86
2479,255,9/21/2023 6:05,43,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,8.89
2480,217,5/16/2023 18:37,54,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Advanced,TRUE,8
2481,369,10/10/2023 5:41,50,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,TRUE,4.57
2482,155,6/13/2023 12:10,30,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,4.64
2483,356,7/3/2023 17:26,52,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,7
2484,471,2/28/2023 12:33,22,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,FALSE,2.68
2485,62,9/15/2023 5:23,19,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,FALSE,2.67
2486,95,10/9/2023 18:13,28,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.3
2487,25,7/21/2023 19:55,52,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Advanced,TRUE,8.79
2488,402,9/3/2023 20:21,14,Exercise,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.39
2489,308,11/11/2023 7:54,42,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,FALSE,4.4
2490,243,7/7/2023 13:12,18,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,FALSE,1.73
2491,454,8/12/2023 6:52,43,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Advanced,TRUE,6.16
2492,108,9/17/2023 17:54,44,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,7.99
2493,193,11/17/2023 6:27,60,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Advanced,TRUE,5.94
2494,248,5/21/2023 6:58,30,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Intermediate,FALSE,3.87
2495,428,4/11/2023 7:25,24,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.56
2496,93,5/13/2023 18:23,23,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.33
2497,301,7/24/2023 6:02,44,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,TRUE,8.92
2498,421,11/13/2023 17:37,14,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.87
2499,201,10/21/2023 6:14,22,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.59
2500,185,12/6/2023 19:07,33,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Intermediate,TRUE,6.33
2501,445,5/20/2023 19:31,21,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,FALSE,2.99
2502,118,5/25/2023 20:00,15,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.02
2503,194,7/6/2023 20:00,19,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.24
2504,435,4/8/2023 19:19,39,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.68
2505,47,6/1/2023 20:00,11,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,TRUE,2.64
2506,297,4/26/2023 17:41,17,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.13
2507,60,2/9/2023 5:56,25,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,1.92
2508,184,11/2/2023 6:22,22,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.02
2509,400,2/4/2023 8:20,25,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.65
2510,292,6/2/2023 19:08,16,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,FALSE,1.64
2511,433,9/1/2023 19:47,18,Exercise,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.04
2512,494,6/24/2023 13:19,28,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.96
2513,301,8/30/2023 7:33,56,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Advanced,TRUE,8.27
2514,67,6/26/2023 17:19,44,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,3.65
2515,325,4/12/2023 5:10,24,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.11
2516,375,3/29/2023 20:00,58,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Advanced,TRUE,8.93
2517,45,10/3/2023 20:00,26,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.47
2518,170,6/3/2023 22:00,28,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.34
2519,310,7/11/2023 22:00,35,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,3.94
2520,480,5/29/2023 18:14,26,Movement,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.5
2521,464,6/24/2023 22:01,45,Exercise,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Intermediate,TRUE,5.71
2522,138,5/25/2023 20:00,22,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,TRUE,1.74
2523,311,5/29/2023 17:09,17,Movement,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.66
2524,72,2/21/2023 5:39,15,Exercise,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.85
2525,380,4/18/2023 11:40,34,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,TRUE,3.7
2526,291,5/20/2023 17:51,60,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,TRUE,5.7
2527,466,8/25/2023 6:48,31,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Intermediate,TRUE,3.49
2528,202,7/20/2023 6:22,43,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Advanced,TRUE,8.11
2529,282,4/14/2023 12:03,27,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,FALSE,1.81
2530,443,1/27/2023 20:03,20,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,FALSE,1.25
2531,126,7/22/2023 13:00,47,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,3.12
2532,94,3/12/2023 20:00,10,Movement,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.98
2533,238,3/30/2023 18:01,28,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.21
2534,276,10/25/2023 6:32,40,Movement,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,5.06
2535,169,2/14/2023 8:11,18,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.25
2536,300,5/23/2023 18:16,37,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Intermediate,FALSE,6.32
2537,243,6/6/2023 6:11,18,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.14
2538,191,1/7/2023 7:58,22,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.59
2539,431,5/16/2023 17:06,12,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.61
2540,117,10/14/2023 22:33,10,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.36
2541,38,3/3/2023 18:35,20,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.6
2542,458,4/25/2023 6:18,14,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,1.71
2543,128,9/27/2023 12:33,21,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,1.13
2544,401,5/27/2023 12:50,17,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,FALSE,1.16
2545,229,1/25/2023 17:29,40,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,4.89
2546,231,5/13/2023 6:41,12,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,FALSE,2.31
2547,310,6/4/2023 22:00,40,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,5.41
2548,364,4/10/2023 21:30,33,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Intermediate,TRUE,4.41
2549,426,12/3/2023 20:00,18,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.9
2550,25,5/3/2023 6:35,52,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Advanced,TRUE,7.66
2551,363,5/23/2023 18:10,17,Movement,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.39
2552,426,10/10/2023 18:39,23,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,FALSE,1.21
2553,109,3/1/2023 17:05,49,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,5.5
2554,156,4/23/2023 5:57,50,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,FALSE,5.22
2555,454,5/15/2023 22:00,50,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,6.73
2556,261,4/25/2023 20:22,48,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,6.33
2557,89,3/22/2023 17:33,55,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Advanced,FALSE,8.49
2558,206,8/15/2023 18:34,22,Movement,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.18
2559,184,9/8/2023 5:57,25,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.26
2560,410,8/17/2023 5:21,24,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.61
2561,227,7/20/2023 22:00,25,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.04
2562,5,4/29/2023 8:24,44,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Advanced,TRUE,8.39
2563,133,5/5/2023 12:22,34,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,5.44
2564,133,1/10/2023 20:37,40,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Intermediate,FALSE,5.43
2565,490,8/16/2023 12:13,33,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Intermediate,TRUE,6.43
2566,246,7/15/2023 5:48,20,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Beginner,FALSE,1.21
2567,353,7/18/2023 18:56,21,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.92
2568,250,11/1/2023 22:00,30,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Intermediate,TRUE,3.11
2569,292,7/15/2023 6:35,29,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.6
2570,277,10/7/2023 18:47,38,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Intermediate,TRUE,6.01
2571,248,3/25/2023 19:05,39,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,3.23
2572,372,5/26/2023 5:48,35,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Intermediate,TRUE,6.18
2573,89,6/6/2023 20:28,42,Movement,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Advanced,FALSE,7.31
2574,140,4/8/2023 5:13,15,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.07
2575,469,3/25/2023 22:00,20,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.48
2576,360,7/30/2023 20:57,45,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,TRUE,5.65
2577,208,5/5/2023 21:16,28,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,FALSE,1.43
2578,482,6/25/2023 17:44,31,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,FALSE,3.3
2579,216,6/15/2023 8:13,45,Movement,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,4.37
2580,33,6/4/2023 21:04,41,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Intermediate,FALSE,4.31
2581,4,10/31/2023 17:41,50,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Advanced,FALSE,5.69
2582,108,7/30/2023 20:46,58,Exercise,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Advanced,TRUE,8.45
2583,355,5/14/2023 12:10,52,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,6.69
2584,349,10/12/2023 19:02,17,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.41
2585,116,10/3/2023 18:45,18,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.29
2586,255,7/18/2023 17:43,45,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Advanced,TRUE,5.07
2587,279,3/19/2023 19:47,40,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Advanced,FALSE,8.09
2588,120,7/30/2023 11:07,12,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,FALSE,1.17
2589,379,10/4/2023 19:16,40,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Advanced,FALSE,6.82
2590,320,7/13/2023 20:00,28,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.56
2591,367,2/2/2023 20:00,11,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.68
2592,84,10/22/2023 12:06,23,Movement,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.33
2593,477,9/29/2023 8:27,55,Exercise,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,7.24
2594,339,3/26/2023 18:36,23,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.6
2595,27,9/25/2023 5:34,48,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Intermediate,TRUE,3.34
